,name,address,categories,id
19852,Field 7,,pitch,OSMway-613958276
19853,Valley Shopping Center,,yes,OSMway-613961065
19854,McDonald's,Franklin Square 575 Franklin Avenue ,fast_food,OSMway-613961081
19855,Sand Castle Catering Hall,Franklin Square 519 Franklin Avenue ,yes,OSMway-613961085
19856,A & A Veterinary Hospital,Franklin Square 414 Franklin Avenue ,veterinary,OSMway-613961107
19857,Garden Care Center,Franklin Square 135 Franklin Avenue ,hotel,OSMway-613961127
19858,Franklin Square Photographers,Franklin Square 119 Franklin Avenue ,yes,OSMway-613961128
19859,Midas,Franklin Square 275 Franklin Avenue ,car_repair,OSMway-613961155
19860,Long Island Jewish Valley Stream,,hospital,OSMway-613961186
19861,Valley Stream Fire Department,Valley Stream 190 Cochran Place ,fire_station,OSMway-614110659
19862,EMS,,yes,OSMway-614113224
19863,Fairchild & Sons Funeral Home,Manhasset 1570 Northern Boulevard ,funeral_directors,OSMway-614147726
19864,Talbots,Manhasset 1625 Northern Boulevard ,clothes,OSMway-614147731
19865,Safavieh,Manhasset 1649 Northern Boulevard ,furniture,OSMway-614147732
19866,The Congregational Church of Manhasset,Manhasset 1845 Northern Boulevard ,place_of_worship,OSMway-614147735
19867,Police Athletic League,New Hyde Park 375 Denton Avenue ,office,OSMway-614160850
19868,PS 154,,school,OSMway-614586234
19869,PS Q255,,school,OSMway-614586235
19870,Playground Seventy-Five,,park,OSMway-614586241
19871,The Gardens at Forest Hills,,residential,OSMway-614594289
19872,Geroge Walker Junior Playground,,park,OSMway-614595600
19873,Delphin H. Greene Playground,,park,OSMway-614597592
19874,Hudson County Schools of Technology,Secaucus 1 High Tech Way ,school,OSMway-614638915
19875,Willowtown Dog Run,,fence;dog_park,OSMway-614971103
19876,Grandview Square Apartmants,Little Falls 730 Main Street ,apartments,OSMway-615027199
19877,CVS Pharmacy,Hewlett 1740 Broadway ,pharmacy;pharmacy,OSMway-615045581
19878,Peterson Co.,Moonachie 14 Empire Boulevard ,industrial,OSMway-615312714
19879,Hillcrest Veteran's Square,,park,OSMway-615335303
19880,Dr Wolfe Animal Hospital,Cedarhurst 560 Peninsula Boulevard ,veterinary,OSMway-615542856
19881,"New York Korea Center,",,construction,OSMway-615618932
19882,PS2,,school,OSMway-615653554
19883,Van Ness House,,house;building,OSMway-615845497
19884,K9 Nanni Dog Park,,dog_park,OSMway-615990049
19885,Movietime Cars,,yes,OSMway-615990051
19886,K9 Nanni,North Arlington 81 Porete Avenue ,yes,OSMway-615990052
19887,Memorial Elementary School,,school,OSMway-616132258
19888,Enivironmental Science Center,,yes,OSMway-616205604
19889,The Hendrik,,apartments,OSMway-616351742
19890,The Barn,Lynbrook 241 Hempstead Avenue ,convenience,OSMway-616461640
19891,Town of North Hempstead Animal Shelter,Port Washington 75 Marino Avenue ,animal_shelter,OSMway-616467772
19892,Bread & Butter Convenience & Smoke Shop,Port Washington 705 Port Washington Boulevard ,convenience,OSMway-616467775
19893,John J. Daly Elementary School,,school,OSMway-616467780
19894,Gulf,Brooklyn Coney Island Avenue ,fuel;roof,OSMway-616758588
19895,Michaelis-Bayswater Park,,park,OSMway-616763961
19896,The People's Garden,,garden,OSMway-616765408
19897,Walter Ward Playground,,park,OSMway-616771031
19898,Marshal Foch Plaza,,park,OSMway-616774857
19899,Brinkerhoff Mall,,park,OSMway-616780428
19900,Rite Aid,Brooklyn 249 7th Avenue ,chemist,OSMway-616812439
19901,Barnes & Noble,Brooklyn 267 7th Avenue ,books,OSMway-616812440
19902,APlus,,convenience,OSMway-617083673
19903,Sunoco,Ridgefield ,fuel,OSMway-617083674
19904,Norman A. Bleshman Regional Day School,,school,OSMway-617091091
19905,Luna Park Dog Run,,fence;dog_park,OSMway-617103543
19906,Alley Pond Golf Center,,golf_course,OSMway-617216486
19907,Walgreens,Brooklyn 296 Flatbush Avenue ,chemist,OSMway-617474312
19908,Burrito Bar and Kitchen,307 Flatbush Avenue ,restaurant,OSMway-617474313
19909,Chelsea Waterside Dog Park,,dog_park,OSMway-617506891
19910,Community Theather,,theatre,OSMway-617511291
19911,Wood Gazebo,,shelter,OSMway-617511307
19912,Practice Field,,pitch,OSMway-617521341
19913,Meadowmere Park Fire Department,Lawrence 14 Meyer Avenue ,fire_station,OSMway-617659396
19914,P.S. 36 - The St. Albans School,,school,OSMway-617695150
19915,Frost Playground,,park,OSMway-617699508
19916,Cooper Park,,park,OSMway-617699515
19917,Pyramid Of Iselin,,monument,OSMway-617732933
19918,QuickChek,,yes;convenience,OSMway-617732936
19919,Joboken,,cafe,OSMway-617820722
19920,Capital One,,bank;commercial,OSMway-617840880
19921,Alvista Towers,Jamaica 147-36 94th Avenue ,apartments,OSMway-617894321
19922,Public School 173,,school,OSMway-618063124
19923,Fresh Meadows Playground,,park,OSMway-618063127
19924,Middle School 216,Queens 64-20 175th Street ,school,OSMway-618063128
19925,Tangram House West,Flushing 133-3 37th Avenue ,yes,OSMway-618343362
19926,Hotel Indego Flushing,36-09 Prince Street ,hotel,OSMway-618344788
19927,Banner Avenue Triangle,,park,OSMway-618367957
19928,Firemen's Field,,pitch,OSMway-618370474
19929,North Caldwell Community Pool,,yes,OSMway-618370480
19930,North Caldwell Borough Hall,,yes,OSMway-618370482
19931,Floral Park Fire Department Station 3,Floral Park 204 Atlantic Avenue ,fire_station,OSMway-618612154
19932,Bellerose Fire Department,Floral Park 50 Superior Road ,fire_station;public,OSMway-618612156
19933,Bellerose Village Hall,Floral Park 50 Superior Road ,townhall,OSMway-618612165
19934,Briq,132 32nd Street ,coworking_space,OSMway-618631406
19935,Jerzee Triangle,,park,OSMway-618690392
19936,Port Washington Parking District Lot 4,,parking,OSMway-618834898
19937,River Edge Cultural Center,,yes,OSMway-619270085
19938,Mavis Discount Tire,,retail,OSMway-619416355
19939,Health Professions Integrated Teaching Center,,university,OSMway-619522603
19940,Popeyes,96 Walker Street ,fast_food,OSMway-619560646
19941,Boro Hill Park,East Rutherford 1 Everett Place ,park,OSMway-619881443
19942,World War Monument,Carlstadt 461 Central Avenue ,park,OSMway-619882152
19943,Eye Candy,New York West 23rd Street ,jewelry,OSMway-619933791
19944,Life Storage,,yes;storage_rental,OSMway-620216826
19945,Sands Point Village Hall,Port Washington 26 Tibbits Lane ,townhall,OSMway-620528665
19946,The Green Building,452 Union Street ,events_venue,OSMway-620691055
19947,Colonial Gardens Park,,park,OSMway-620758735
19948,PS 398Q - The Hector Figueroa School,Jackson Heights US 69-01 34th Avenue ,school,OSMway-620998517
19949,TJ Maxx,,yes;department_store,OSMway-621045534
19950,Memorial Middle School,Fair Lawn 12-00 1st Street ,school,OSMway-621047476
19951,Briarwood Acres Tenant Corp Cooperatives,Woodmere A1;A2;A3;A4;B;B1;B2;B3;B4;C1;C2;C3;C4 874 West Broadway ,apartment,OSMway-621240314
19952,Baltusrol Apartments,,residential,OSMway-621340764
19953,Heritage Middle School,,school;school,OSMway-621348986
19954,Shell,2276 1st Avenue ,fuel,OSMway-621515072
19955,FDNY Engine 220/Ladder 122,530 11th Street ,fire_station;public,OSMway-621594821
19956,Ninth Street Park,,park,OSMway-621645165
19957,Union Baptist Church,Kenilworth 350 Sheridan Avenue ,place_of_worship,OSMway-621646383
19958,First Baptist Chruch,Kenilworth 225 North 8th Street ,place_of_worship,OSMway-621646384
19959,St Paul Ame Church,Kenilworth 369 Monroe Avenue ,place_of_worship,OSMway-621646385
19960,Kenilworth Fire Department,Kenilworth 491 Washington Avenue ,fire_station,OSMway-621647689
19961,Kenilworth Fire Dept Rescue Squad,Kenilworth Cross Street ,ambulance_station,OSMway-621648046
19962,Ruth L Rockwood Memorial Library,,library,OSMway-621814903
19963,Harrison School,West Caldwell 104 Gray Street ,school,OSMway-622033657
19964,Fairfield Power Plant,,industrial,OSMway-622045888
19965,McDonald's,Fairfield 460 US-46 E ,fast_food,OSMway-622045909
19966,Notre Dame Church,,place_of_worship,OSMway-622047506
19967,Dunkin',,fast_food,OSMway-622125738
19968,Dynamite Falls Mini Golf,,miniature_golf,OSMway-622125740
19969,McDonald's,,fast_food,OSMway-622125743
19970,Morgan Stanley,395 Paramus Road ,yes,OSMway-622140358
19971,Leonard R. Parks School,,school,OSMway-622146381
19972,Mensch Supply,306 East 106th Street ,trade,OSMway-622339867
19973,Caldwell Community Center,,community_centre,OSMway-622366937
19974,Westover House,,apartments,OSMway-622366939
19975,7-Eleven,West Caldwell 576 Bloomfield Avenue ,convenience,OSMway-622369681
19976,Burger King,,fast_food,OSMway-622369683
19977,Shell,1855 1st Avenue ,fuel,OSMway-622800789
19978,Dirt Jump Park,,pitch,OSMway-622917991
19979,Amazon JFK8,Staten Island 546 Gulf Avenue ,commercial,OSMway-623097245
19980,Alfred K Ruotolo JR Justice Center,Elizabeth 32 Rahway Avenue ,yes,OSMway-623128544
19981,Union County Administrative Building,,yes;government,OSMway-623129645
19982,First Presbyterian Church of Elizabeth,,place_of_worship,OSMway-623129647
19983,Union County Courthouse,,courthouse,OSMway-623130191
19984,Saint James Methodist Episcopal Church,,place_of_worship,OSMway-623132839
19985,Liberty Tavern,,bar,OSMway-623243919
19986,Union Theaters,,cinema,OSMway-623430978
19987,Office Depot,,yes;stationery,OSMway-623437915
19988,Lowe's,,yes;doityourself,OSMway-623437916
19989,Harris Field,,pitch,OSMway-623563695
19990,7-Eleven,North Lynbrook 2 South Franklin Avenue ,retail;convenience,OSMway-623563705
19991,Wyeth House,Lynbrook 1;A1;A2;A5;A7;B1;B10;B11;B12;B14;B15;B16;B17;B18;B19;B2;B20;B21;B22;B23;B3;B4;B5;B6;B7;B8;B9;C1;C10;C11;C12;C14;C15;C16;C17;C18;C19;C2;C20;C21;C22;C23;C3;C4;C5;C6;C7;C8;C9 157 Hempstead Avenue ,apartments,OSMway-623563735
19992,Charlie West,505 West 43rd Street ,construction,OSMway-623656517
19993,Tucker Place,Brooklyn Emmons Avenue ,park,OSMway-623688903
19994,Manhasset Park District Parking Lot 5,,parking,OSMway-623843484
19995,Pure Essentials,189 7th Avenue ,chemist,OSMway-623908826
19996,Vape Blvd,34-43 Vernon Boulevard ,retail;e-cigarette,OSMway-623965075
19997,Weehawken Water Tower Park,,park,OSMway-624153485
19998,Common Sense,,retail,OSMway-624212376
19999,Baker Hill Tavern,Great Neck 630 Middle Neck Road ,bar;retail,OSMway-624240206
20000,Doubletree by Hilton,,yes;hotel,OSMway-624259202
20001,Total Wine,River Edge 1001 Main Street ,retail;alcohol,OSMway-624286320
20002,99 Ranch Market,,supermarket,OSMway-624286323
20003,Brooklyn's Brick Oven Pizzeria,,restaurant,OSMway-624286326
20004,Exxon,,fuel,OSMway-624599596
20005,Chase,Valley Stream 163 West Merrick Road ,bank,OSMway-624751132
20006,D & D Auto Repair,West Merrick Road ,yes;car_repair,OSMway-624764685
20007,Joseph W. Sesselman Park,,park,OSMway-624801960
20008,Liberty Crossing Park,,park,OSMway-624801961
20009,Kingsborough Athletics Field,,recreation_ground;sports_centre,OSMway-624999035
20010,Charles E. Vitale Jr. Park,,park,OSMway-625021121
20011,Robert E. Jeans Veterans Memorial Park,,park,OSMway-625021122
20012,Lincoln Park,,park,OSMway-625021123
20013,Michael J. Mauri Park,,park,OSMway-625021124
20014,Esther Egbert Park,,park,OSMway-625021125
20015,Memorial Park,East Rutherford Paterson Avenue ,park,OSMway-625058539
20016,Oradell Boro Hall,,yes,OSMway-625090458
20017,Edmonds Playground,,park,OSMway-625093345
20018,One Theater Square,Newark One Theater Square 2 Center Street ,residential,OSMway-625100150
20019,North Star Academy,,school,OSMway-625105570
20020,crossguard and blade Sward,,military,OSMway-625105571
20021,Mulberry Commons Parking,,parking,OSMway-625117079
20022,Academy of the Holy Angels,,school,OSMway-625408082
20023,Bergen County Technical Schols-Teterboro,,school,OSMway-625585278
20024,Veterinary Wellness Center of Boerum Hill,96 3rd Avenue ,veterinary,OSMway-625653888
20025,Johnson Public Library,,library,OSMway-625672120
20026,Speedy Rent-a-Car,,car_rental;static_caravan,OSMway-625683963
20027,TGI Friday's,,restaurant,OSMway-625770133
20028,Sears,Hackensack 436 Main Street ,yes,OSMway-625837368
20029,7-Eleven,,yes;convenience,OSMway-625837369
20030,Exxon,,fuel,OSMway-625961023
20031,West New York Middle School,,school,OSMway-626013373
20032,Taco Bell,,fast_food,OSMway-626046189
20033,Gersch Orthodontics,Westfield 547 East Broad Street ,dentist;dentist,OSMway-626254166
20034,NCPD 6th Precinct,Community Drive ,police,OSMway-626314772
20035,Tree of Life Organic Garden,,garden,OSMway-626506609
20036,​Q-East Apartments,Jamaica Q-East 178-02 Hillside Avenue ,apartments,OSMway-626506611
20037,Paramus Municipal Pool,,recreation_ground,OSMway-626711684
20038,Paramus' Veterans Memorial Park,,park,OSMway-626748188
20039,Constitution Grove Park,,park,OSMway-626760710
20040,Council Towers VI,155-25 71st Avenue ,apartments,OSMway-627231974
20041,Beit Eliyahu Fresh Meadows Synagogue,,place_of_worship,OSMway-627231977
20042,Greenstreets,,park,OSMway-627427303
20043,Blue Moon Mexican Cafe,Englewood 23 East Palisade Avenue ,restaurant,OSMway-627440087
20044,Target,Hackensack 630 Main Street ,yes;department_store,OSMway-627635776
20045,Hackensack Radiation Therapy,,yes;yes,OSMway-627635788
20046,Ginny Duenkel Pool,,swimming_pool,OSMway-627839355
20047,Ginny Duenkel Deep End Pool,,swimming_pool,OSMway-627839356
20048,North End Elementary School,,school,OSMway-627904849
20049,Galileo Park,,park,OSMway-627958210
20050,Brandt Park,,park,OSMway-627958594
20051,University Park,,park,OSMway-627959357
20052,Half-Nelson Playground,,park,OSMway-627960061
20053,McDonald's,,fast_food,OSMway-628067380
20054,Marble Collegiate Church,,place_of_worship;church,OSMway-628329219
20055,CVS Pharmacy,,yes;chemist,OSMway-628449241
20056,Kennedy Firehouse,Lodi 99 Kennedy Drive ,yes,OSMway-628634180
20057,The Bagel House,Lodi 324 Main Street ,commercial,OSMway-628634634
20058,Lodi Volunteer Ambulance Rescue Squad,Lodi 72 Kimmig Avenue ,yes,OSMway-628635973
20059,Riverview Ave Park,Lodi 17 Riverview Ave ,park,OSMway-628637333
20060,South Main Street Apartments,Lodi 44 South Main Street ,yes,OSMway-628640753
20061,Preston Park,,park,OSMway-628643575
20062,Lowel Elementary School,Teaneck 1025 Lincoln Place ,school,OSMway-628693489
20063,Jamie tower pool,Bronx 633 Olmstead Avenue ,swimming_pool,OSMway-628730463
20064,Islamic Center Of Five Towns Masjid Hewlett,Hewlett 437 Hamilton Avenue ,place_of_worship,OSMway-628850166
20065,Carpenter Avenue Community Garden,,allotments,OSMway-628937282
20066,Young Israel of Woodmere Temple,Woodmere 859 Peninsula Boulevard ,place_of_worship,OSMway-628941170
20067,Schaefer Lawn,,grass,OSMway-629029075
20068,Riverside Parking Lot,,parking,OSMway-629029076
20069,Meadowview Estates,,apartments,OSMway-629120127
20070,Chase,,bank,OSMway-629138433
20071,US Gas,,fuel,OSMway-629138476
20072,Grant Elementary,,school,OSMway-629141483
20073,Campbell Christie House,,yes,OSMway-629219469
20074,Historic New Bridge Landing,,yes;museum,OSMway-629219472
20075,Blue Eyes,,restaurant,OSMway-629232655
20076,J-Collabo,300-302 7th Street ,community_centre,OSMway-629237094
20077,Fort Lee High School,,school,OSMway-629312847
20078,Lawrence Methodist Episcopal Church (historical),,place_of_worship,OSMway-629939778
20079,Kulanu Center for Special Services,Cedarhurst 620 Central Avenue ,school,OSMway-629939909
20080,Temple Beth-El,Cedarhurst 46 Locust Avenue ,place_of_worship,OSMway-629939916
20081,Four Seasons,Central Avenue ,yes;supermarket,OSMway-629951421
20082,Inwood Fire Department,Inwood 188 Doughty Boulevard ,fire_station,OSMway-629975645
20083,Seasons Express,Inwood 50 Doughty Boulevard ,supermarket,OSMway-630232792
20084,CubeSmart,Brooklyn 163 6th Street ,storage_rental,OSMway-630372276
20085,The Modern 1,Fort Lee ,apartments,OSMway-630380723
20086,Duane Reade,Brooklyn 756 Myrtle Avenue ,convenience,OSMway-630382147
20087,Pediatric Healthcare of Long Island,Hewlett 145 Franklin Place ,yes,OSMway-630416750
20088,DeSetta Nursery,Hewlett 144 Franklin Place ,yes,OSMway-630416765
20089,Priority Care Physical Therapy,Hewlett 11 Franklin Place ,physiotherapist,OSMway-630416784
20090,Carousel,,yes,OSMway-631159467
20091,Columbus Park,,park,OSMway-631181715
20092,Route 5 Car Wash,,car_wash,OSMway-631309969
20093,Bright Family Dental,Palisades Park US 535 Broad Avenue ,dentist;house,OSMway-631433293
20094,Bright Learning Center,Palisades Park US 515 Broad Avenue ,kindergarten;apartments,OSMway-631433296
20095,Maples on Broad,Palisades Park US 509 Broad Avenue ,apartments,OSMway-631433297
20096,Lewis F Cole Middle School,Fort Lee 467 Stillwell Avenue ,school,OSMway-631603227
20097,Trio Apartments,,apartments,OSMway-631674496
20098,The Tickler,,attraction,OSMway-631706787
20099,Daebak K-1,Palisades Park 236 Broad Avenue ,yes,OSMway-631890961
20100,Tamla Plaza,,yes,OSMway-631890962
20101,Park Plaza,,retail,OSMway-631890984
20102,Broccolino,446A Dean Street ,restaurant,OSMway-631903742
20103,7-Eleven,395 Flatbush Avenue Extension ,convenience,OSMway-631941653
20104,Delta,,fuel,OSMway-632314644
20105,Eun-Ha-Soo,,yes,OSMway-632314663
20106,Splash Pad,,fountain,OSMway-632343884
20107,Kings of Kobe,,restaurant,OSMway-632347275
20108,GNC,,nutrition_supplements,OSMway-632347276
20109,Diamond Hut Jewlers,,jewelry,OSMway-632347277
20110,LensCrafters,,optician,OSMway-632347279
20111,Rite Aid,Brooklyn 320 Smith Street ,chemist,OSMway-632363444
20112,Bagel Supreme,,yes,OSMway-632374536
20113,ALDI,Valley Stream US 750 Sunrise Highway ,retail;supermarket,OSMway-632670988
20114,Faber News Now,,train_station,OSMway-632679433
20115,Dunkin' Donuts,,cafe,OSMway-632679434
20116,NJTransit Customer Service,,yes;information,OSMway-632679438
20117,Panera Bread,,fast_food,OSMway-632686081
20118,Kids Foot Locker,,shoes,OSMway-632686082
20119,The Body Shop,,cosmetics,OSMway-632686084
20120,Zumiez,,clothes,OSMway-632686085
20121,Vans,,shoes,OSMway-632686086
20122,Steps New York,,clothes,OSMway-632686087
20123,Journeys,,shoes,OSMway-632686088
20124,Starbucks,,cafe,OSMway-632686089
20125,Michael Kors,,clothes,OSMway-632686090
20126,Sunglass Hut,,optician,OSMway-632686091
20127,Deo Eyeglasses,,fashion_accessories,OSMway-632686092
20128,Municipal Parking Field 8A,,parking,OSMway-633031690
20129,Municipal Parking Field 1A,,parking,OSMway-633031691
20130,Municipal Parking Field 29,,parking,OSMway-633031701
20131,Municipal Parking Field 19,,parking,OSMway-633031706
20132,South Grove Apartments,Valley Stream 1A;1B;1C;1D;1E;1F;1G;1H;2A;2B;2C;2D;2E;2F;2G;2H;3A;3B;3C;3D;3E;3F;3G;3H 95 South Grove Street ,apartments,OSMway-633031728
20133,South Grove Apartments,Valley Stream 1A;1B;1C;1D;1E;1F;1G;1H;2A;2B;2C;2D;2E;2F;2G;2H;3A;3B;3C;3D;3E;3F;3G;3H 99 South Grove Street ,apartments,OSMway-633031729
20134,Municipal Parking Field 73,,parking,OSMway-633031734
20135,Municipal Parking Field 7A,,parking,OSMway-633031735
20136,Gibson House Rental Apartments,Valley Stream 50 Gibson Boulevard ,apartments,OSMway-633035357
20137,Goodyear,Lawrence 101 Rockaway Turnpike ,car_repair,OSMway-633037903
20138,The Cheesecake Factory,,restaurant,OSMway-633123556
20139,Skechers,,shoes,OSMway-633127705
20140,Loft,,clothes,OSMway-633127706
20141,Kay Jewelers,,jewelry,OSMway-633127707
20142,Lovisa,,jewelry,OSMway-633127708
20143,Journal Squared 2 (under construction),,construction,OSMway-633148079
20144,Journal Squared 1,615 Pavonia Avenue ,apartments,OSMway-633148082
20145,3 Journal Square Plaza,,yes,OSMway-633148084
20146,Pavonia/Marion Municipal Pool,,swimming_pool,OSMway-633148129
20147,A Dollar Store,,variety_store,OSMway-633151910
20148,Champs,,shoes,OSMway-633151911
20149,Justin's Mensware,,clothes,OSMway-633151912
20150,Cohen's Fashion Optical,,optometrist,OSMway-633151913
20151,Snipes,,clothes,OSMway-633151914
20152,H&M,,clothes,OSMway-633151916
20153,Newport Centre Dental,,dentist;dentist,OSMway-633151920
20154,Zales,,jewelry,OSMway-633151926
20155,Kickclusive,,shoes,OSMway-633151927
20156,Aldo,,shoes,OSMway-633151928
20157,Atmosphere Shoes,,shoes,OSMway-633151929
20158,V&C Image Salon,,hairdresser,OSMway-633151930
20159,T-Mobile,,mobile_phone,OSMway-633151931
20160,GameStop,,video_games,OSMway-633151932
20161,7-Eleven,,yes;convenience,OSMway-633300991
20162,Eastern Concourse,,terminal,OSMway-633420347
20163,Domino Sugar Factory Refinery Building,,construction,OSMway-633535211
20164,Site D,,construction,OSMway-633535213
20165,Domino Square,,construction,OSMway-633535214
20166,Record Building,,yes,OSMway-633536848
20167,Arena Diner (CLOSED),Hackensack 250 Essex Street ,yes,OSMway-633673473
20168,Kumon,669-671 Vanderbilt Avenue ,prep_school,OSMway-633706132
20169,Basset Building,,yes,OSMway-633712749
20170,Dunkin',Hackensack 25 Hackensack Avenue ,fast_food,OSMway-634014196
20171,Hackensack Brewing Company,78 johnson avenue ,yes,OSMway-634014389
20172,Trek,Summit 348 Springfield Avenue ,yes;bicycle,OSMway-634029643
20173,Irene Hoppe Park,,park,OSMway-634050770
20174,"Edgar ""Hot Dog"" Acker Park",,park,OSMway-634053017
20175,"Engine Co. 5, HFD",Hackensack 784 Main Street ,fire_station,OSMway-634230946
20176,Lamonaco Perry Memorial Park,,park,OSMway-634282511
20177,Shell,Brooklyn 7310 New Utrecht Avenue ,fuel,OSMway-634367296
20178,Kids Playground,,playground,OSMway-634433177
20179,Swizzle Stick Liquors,,yes;alcohol,OSMway-635112543
20180,Carver Park,,park,OSMway-635709745
20181,"Engine Co. 1, HFD",Hackensack 199 Hudson Street ,fire_station,OSMway-635838059
20182,Second Ward Park,,park,OSMway-636353120
20183,Canal Loft Hotel,New York 94 Canal Street ,hotel;hotel,OSMway-636505579
20184,Municipal Parking Field #5,,parking,OSMway-636570832
20185,Brookside Park,,park,OSMway-636571397
20186,7-Eleven,Valley Stream 85 Franklin Avenue ,convenience,OSMway-636578928
20187,R & T Auto Center,Valley Stream 50 Franklin Avenue ,car_repair,OSMway-636578936
20188,Beer & Soda,114-124 Franklin Avenue ,yes;beverages,OSMway-636578940
20189,Malvern Bible Church,Malverne 270 Franklin Avenue ,place_of_worship,OSMway-636578943
20190,Mavis Disount Tire,,yes;tyres,OSMway-636640999
20191,One Manhattan West,New York 401 9th Avenue ,office,OSMway-636861359
20192,The Eugene,New York 435 West 31st Street ,apartments,OSMway-636863924
20193,Grandview Elementary School,,school,OSMway-637326397
20194,M5 Light Tank,,memorial,OSMway-637330911
20195,The Summit Church of Bergen County,,place_of_worship,OSMway-637354562
20196,Ocean's 8,308 Flatbush Avenue ,bar;amusement_arcade;billiards;table_tennis;air_hockey,OSMway-637354701
20197,The Rollins,New York 145 Clinton Street ,yes,OSMway-637459381
20198,Dr. John Greico Campus,,school,OSMway-637653431
20199,FDNY Engine 73/Ladder 42/Battalion 26,New York 655 Prospect Avenue ,fire_station,OSMway-638182014
20200,FDNY Engine 45/Ladder 58/Battalion 18,New York 925 East Tremont Avenue ,fire_station,OSMway-638182018
20201,Summit Greek Grill,Summit 90 Summit Avenue ,restaurant,OSMway-638272580
20202,Randazzo's,Summit 10 Bank Street ,restaurant,OSMway-638272582
20203,Boxwood Cafe,,restaurant,OSMway-638272585
20204,Washington Elementary School,Saddle Brook 225 Market Street ,school,OSMway-638358302
20205,Franklin Elementary School,Saddle Brook 95 Caldwell Avenue ,school,OSMway-638358309
20206,Saddle Brook High School,Saddle Brook 355 Mayhill Street ,school,OSMway-638360906
20207,Helen I. Smith Elementary School,Saddle Brook 30 Cambridge Avenue ,school,OSMway-638361426
20208,B'Nai Israel Cemetery,,cemetery,OSMway-638469713
20209,Americus Cemetery,,cemetery,OSMway-638469714
20210,Long Memorial Elementary School,Saddle Brook 260 Floral Lane ,school,OSMway-638469715
20211,James Madison School #10,Garfield 55 Lincoln Place ,school,OSMway-638481442
20212,McDonald's,,fast_food;retail,OSMway-638481448
20213,West Side Tennis Club parking lot,,parking,OSMway-639162827
20214,7-Eleven,777 Polifly Road ,yes;convenience,OSMway-639408206
20215,Dairy Barn,Long Beach 375 West Park Avenue ,convenience,OSMway-639439005
20216,The Summit,Long Beach 101-104;106-109;201-209;301-309;401-409;501-504;601-610 235 West Park Avenue ,apartments,OSMway-639439018
20217,D & S Laundromat,Long Beach West Beech Street ,yes;laundry,OSMway-639442539
20218,Gotham City Diner,Broadway ,restaurant,OSMway-639532150
20219,Fair Lawn Plaza,33-00 Broadway ,yes,OSMway-639532161
20220,Dunkin',32-02 Broadway ,fast_food,OSMway-639532163
20221,7-Eleven,,yes;convenience,OSMway-639532164
20222,CVS,29-00 Broadway ,pharmacy;pharmacy,OSMway-639532173
20223,AutoZone,27-02 Broadway ,yes;car_parts,OSMway-639532176
20224,Levine Law,0-99 Plaza Road ,yes;lawyer,OSMway-639532186
20225,Steps 2 Success,,prep_school,OSMway-639532191
20226,Boston Market,Broadway ,fast_food,OSMway-639532196
20227,Great Wall,22-11 Broadway ,restaurant,OSMway-639532264
20228,Delta,,fuel,OSMway-639532268
20229,Express Care,24-19 Broadway ,clinic;clinic,OSMway-639546766
20230,Allied Orthotics & Prosthetics,,yes,OSMway-639546768
20231,Fair Lawn Professional Center,,yes,OSMway-639546771
20232,Friendly Tire & Auto Center,,yes;tyres,OSMway-639546782
20233,Cameo Fabric Care Center,31-01 Broadway ,yes;dry_cleaning,OSMway-639546783
20234,Rose’s Place,32-01 Broadway ,restaurant,OSMway-639546785
20235,McDonald's,Broadway ,fast_food,OSMway-639546792
20236,BMW of Springfield,,retail,OSMway-639985740
20237,Henry Street Settlement,,community_centre,OSMway-640003508
20238,Washington School Playground,,playground,OSMway-640130863
20239,Union High School Football,,pitch,OSMway-640130866
20240,Village of Plandome Parking Lot 3,,parking,OSMway-640353183
20241,Lowe's,Paramus 2000 Bergen Town Center ,yes;doityourself,OSMway-640680963
20242,Goodwill,Brooklyn 42 Bond Street ,charity,OSMway-640977682
20243,227 Cherry Street,New York 227 Cherry Street ,apartments,OSMway-641104358
20244,Sherman Zwicker,,ship;ship;attraction,OSMway-641349898
20245,USCGC LILAC,New York Pier 25 North Moore Street ,ship;Ship;attraction,OSMway-641349900
20246,Stony Hill Inn,,yes;hotel,OSMway-641364466
20247,Mary Street Park,,park,OSMway-641364504
20248,Pembroke Avenue Community Garden,,allotments,OSMway-642316775
20249,Admiral Park,,park,OSMway-642316885
20250,WWII Memorial,,memorial,OSMway-642345968
20251,9/11 Memorial,,memorial,OSMway-642345969
20252,Rowland Ave Park,,park,OSMway-642758078
20253,Union Street Park,,park,OSMway-642758080
20254,Desi Galaxy,Iselin 1396 Oak Tree Road ,food_court,OSMway-643272494
20255,Virani Jewelers,Iselin 1394 Oak Tree Road ,yes;jewelry,OSMway-643272495
20256,Lahore Chat House,Iselin 1392 Oak Tree Road ,cafe,OSMway-643272496
20257,CP Jewelers,Iselin 1390 Oak Tree Road ,yes;jewelry,OSMway-643272497
20258,Shalimar,Iselin 1388 Oak Tree Road ,restaurant,OSMway-643272498
20259,Ahmed Halal Meat Inc.,Iselin 1386 Oak Tree Road ,butcher,OSMway-643272499
20260,Saree Bazaar,Iselin 1384-A Oak Tree Road ,yes;clothes,OSMway-643272500
20261,Quality Sweets,Iselin 1384-B Oak Tree Road ,yes;bakery,OSMway-643272501
20262,Shahnawaz,Iselin 1382 Oak Tree Road ,yes;supermarket,OSMway-643272502
